,Text,Sentiment,label_val,panjang_text
239,tenggak minuman keras oplosan pelajar tasikmalaya tewas,neutral,1,56
240,desain interior suasana pilihan mampir menunggu gerimis hilang menu pesanan disodorkan memilih irish coffee banana sweet nachos irish kopi muncul dihidangkan foto es kopi memanggil pelayan pesanan diperoleh irish kopi ingredient mengerti lanjutan,positive,2,442
241,hanamasa zaman kuliah letak nya bip jalan merdeka ala makan ambil masak mantap,positive,2,160
242,enak jalan jalan pas malam malam makanan order gurame bakar gurame nya overburn tujuan utama makan sih mending cari jalan jalan bagus pemandangan nya,positive,2,293
243,penasaran dusun bambu info teman menjadikan dusun bambu daftar wajib ku njungi menghabiskan liburan bandung berangkat dago dusun bambu melewati dago arah lembang perjalanan lokasi dusun bambu dibandingkan kampung daun sapu lidi,positive,2,357
244,enak sambal nya seuhah porsi nya dikurangi ayam nya sambal nya sambal leunca nya,positive,2,162
245,gue marah indosat cacat banget sih,negative,0,52
246,sri harga karet dipetani 3 miris listrik mahal gas mahal langka turun logika nya zaman 13 ribu kg 3 pe 5500 kg,negative,0,180
247,korupsi meraja lela koruptor bebas berkeliaran kantor polisi diisi pecundang duitan bacok membela sanggup bayar malang indonesia,negative,0,205
248,manusia manusia dilahirkan pecundang,negative,0,52
249,hang makan makan nasi marah bali level 2 nya enak potongan daging udang cumi digoreng nasi potongan daging udang cumi segar amis,positive,2,189
250,lakukan penggusuran kawasan sunda kelapa habisi pribumi miskin,negative,0,84
251,marah tumbenan telkomsel eror,negative,0,46
252,periksa setya novanto komisi pemberantasan korupsi telusuri keterlibatan korupsi e kartu tanda penduduk,neutral,1,77
253,indonesia niat jualan deh,negative,0,41
254,jalan braga cocok berkumpul kumpul kumpul teman teman lupa mampir nya lumayan nyaman menikmati makan malam nya kawasan braga city walk,positive,2,231
255,kecewa lagu nya melody echo chamber hem aliran nya berubah pyschedelic kayak shoegazing rumor pria semenjak putus kevin parker tame impala,negative,0,222
256,payah pelayanan pos indonesia,negative,0,45
257,teman teman berkunjung agustus 2014 makanan resto enak harga terjangkau sekelas resto pelayanan cepat gesit makanan favorit hongarian soup newyork tenderloin cocok pasangan menjamu tamu luarkota pemandangan resto kota bandung hujan disarankan duduk gedung menikmati suasana dingin,positive,2,413
258,keluarga makan siang lantai 5 seberang area dapur nyaman staf dapur nya berisik bicarakan bahasa sunda kasar suara lantang makanan menunjang kenyamanan nya nilai nya,negative,0,341
259,makan malam 18th langsung tawarkan mbak aisya romantis makan malam makan malam 18th view nya bagus nya enak pelayanan nya memuaskan terima kasih aisya membantu momen indah pacar senang terharu kejutan,positive,2,391
260,suka banget makan siang ayam sambal nya enak banget harga nya hemat ayam nya meresap tulang nya es ludah buaya nya segar bikin adem perut makan sambal pedas pelayan nya sigap ramah suka kasir tulisan 10 disumbangkan beramal makan enak perut,positive,2,367
261,sih tolol pemimpin diketawain moderator nya oke oke eh orang disuruh tukang becak dasar sih anus buswetan,negative,0,145
262,nya ramai pengunjung harga nya terjangkau indomie keju roti bakar disajikan tumpukan keju berlimpah,positive,2,147
263,berbekal referensi internet penggemar steak mencari alternatif datangi salah nya abuba pesan tenderlorin bone pembakaran matang menunggu resto penuh pekan pesanan bayangkan steak gosong keras steak merah cenderung mentah penyajian steak nya,negative,0,440
264,ragu internetan pakai smartfren 4 sepuas nya pakai,positive,2,99
265,orang pendukung sayang koruptor orang kader demokrat jebloskan kebun binatang,negative,0,139
266,berantakan,negative,0,10
267,lounge lantai 3 hotel grandia membawa konsep city lounge menarik perhatian berlatar pasupati fly icon kota bandung peristiwa jumat tanggal 5 february kemarin pengunjung ramai pilihan menu variatif ditambah nya promo bir menarik,positive,2,391
268,mencari steak murah harga nya terjangkau lumayan menu favorit tenderloin double ekstra sauce milkshake flat nya mantap jus alpukat nya kalah enak,positive,2,189
269,dessert nya suka banget enak pas nya nyaman bersih elegant makanan unik hidangan nya,positive,2,123
270,suka makan bandung makan piring daun pisang dicoba ayam bambu sesalkan menjual ikan hiu sedih babi hiu dipajang ikan ikan lemari pendingin,positive,2,287
271,kafe pemandangan pemandangan kota bandung malam nya bagus luas kerlap kerlip lampu kota bandung ramai indah harga makanan terbilang cenderung murah standar kafe lumayan penyajian,positive,2,284
272,menyediakan menu sesuai masakan rumahan bakmoy kangkung petis lotek ketinggalan es buah,positive,2,121
273,restoran pindah jalan siliwangi pesan fried chicken skin fried mushroom spinach potato garlic rosemary pina colada pina colada nya segar makanan nya enak,positive,2,219
274,membeli tisu paseo,neutral,1,31
275,menunggu nya hidangan muncul masuk mulut lupa menunggu steak nya enak kue kue roti jerman nya enak,positive,2,145
276,biarkan manusia busuk hidup negara negara bubar,negative,0,100
277,twit selesai transaksi mengirim pastikan cek alamat resi meninggalkan counter jne pondok timur,neutral,1,132
278,harga mahal penyajian mengecewakan makanan dingin server nya bilang dihangatkan,negative,0,122
279,pemandangan nya keren banget makanan nya enak pilihan staf nya ramah ramah makanan nya,positive,2,116
280,makanan enak gurame goreng garing sate suasana kampung sensasi tersendiri air terjun kafe,positive,2,120
281,bubur ahong enak dimakan makan malam menu dinikmati bubur rumah makan ramai dikunjungi luas bubur nya enak,positive,2,175
282,info refundable pesan summary pengisian data penumpang,neutral,1,97
283,kafe menyajikan suasana romantis pasangan pilihlah spot balkon pemandangan pemandangan kota bandung saran gelap harga makanan ditawarkan masuk akal sebanding dapatkan suasana makanan,positive,2,305
284,enak nyaman suasana nya romantis konsep restoran nya modern pelayanan disajikan cepat,positive,2,121
285,saldo gopay habis meladeni orang usil ku gojek tolong tangangi menyusahkan,negative,0,146
286,setuju menahan marah aksi panser,positive,2,73
287,iri kebahagiaan orang bahagia orang bahagia jokowi presiden 2 periode indonesia bahagia,positive,2,205
288,bilang menetapkan era susilo bambang yudhoyono kerja pemerintah daerah kabupaten manokwari selatan pemekaran kabupaten induk manokwari 2012 jalan bagus era jokowi jalan gunung bembab video renovasi jalan nya bagus,positive,2,286
289,toko tunggal lupa beli roti bakar nya roti bakar nya beda roti tekstur roti nya bolu kukus lembut harum roti nya lupa beli roti keju nya enak banget mentega keju nya roti,positive,2,309
290,nya berbau makanan barat steak pasta pizza menu indonesia nasi bakar nasi goreng nya nya nyaman harga nya relatif mahal 50 70 ribu rupiah,positive,2,277
291,acara najwa bagus banget sih mendidik informatif,positive,2,56
292,merefleksikan penyelenggaraan pelayan publik kepris,neutral,1,54
293,biar besok anggota dewan perwakilan rakyat,neutral,1,27
294,letak rm ampera jalan soekarno hatta jalan utama perbatasan kota nya luas arena bermain anak cocok membawa keluarga,positive,2,178
295,menu gading resto mencoba memesan shabu shabu kualitas enak pelayanan harga terjangkau rekomendasi bilamana membawa tamu makan malam keluarga,positive,2,209
296,suka lemak nya lumer mulut sayang daging nya alot bumbu nya khas banding sate sate nya,positive,2,144
297,suis butcher rekomendasi teman asli bandung nya nya sih kuno interior nya steak enak saus nya cenderung speciality nya kemarin coba tenderloin kosong memesan sirloin parmegio 7 5 minum jus avocado mmm enak,positive,2,395
298,tokoh tokoh penggerak gerakan partai partai komunis indonesia indonesia susilo bambang yudhoyono iwan skeneder paul dundes woolvowiz oliver north calvin haris agung sasongko putra mas agung agung priyambodo eko pratomo curup jehan sih kopral partai komunis indonesia tri sutrisno c si,neutral,1,248
299,gus mus bela doakan menteri susi pudjiastuti via,neutral,1,52
300,letak nya berdekatan hotel harris ciumbuleuit menginap menginap mengincar suami penyuka kopi penasaran mencoba kopi jack runner roasting kopi nya memasak kopi digiling wangi nya semerbak memenuhi kafe duduk teras,positive,2,381
301,menyesal beli handphone xiaomi pakai handphone merek,negative,0,100
302,suka steak steak olahan nya penyajian classic sayuran kentang bakar merek eksis entrecote paris nya direkomendasikan menyukai nya medium rare biar daging juicy kering nya sih rumah tua arsitektur belanda pelayanan rapi harga nya sesuai steak,positive,2,386
303,gerai minuman foodcourt griya metro pilihan minuman terbatas minuman botol kotak air mineral harga standar food court 3000 5000,positive,2,146
304,revisi om,neutral,1,25
305,akses terbilang susah disarankan motor sih hehe makanan nya enak pemandangan nya enak banget terbayar deh hehe bagus foto foto pasangan makan nya terbilang standar kafe pas kantong hehe bukit keraton melewati kafe,positive,2,330
306,ayam goreng nya renyah bumbu khas es krim sundae nya segar harga nya murah chocolate strawbery blueberry kiwi,positive,2,171
307,sulit dinasehati dipaksakan,negative,0,81
308,penjual video testing baterai nya bermasalah telepon genggam restart henti henti pakai baterai nya rusak telepon genggam nya penjual bersedia tanggung menolak,negative,0,244
309,bandung jalan jalan ciwalk suka mampir kiosk ciwalk pilihan makanan minuman sunda makanan minuman terkenal ku mpulkan bingung memilih makanan sisi harga mahal,positive,2,337
310,partai keadilan sejahtera backing nya tuhan partai abang backing nya sayang,negative,0,59
311,berita indonesia perdagangan bei ditutup presiden bangga indeks harga saham gabungan tembus 6 355,neutral,1,78
312,pelanggan rumah beli produk spa pas suruh mencium lulur wangi lavender langsung jatuh cinta nya kereta api mm lulur green asyik banget wangi nya,positive,2,237
313,menggemari 8 enak porsi nya pas anak anak suka sayang nya pilihan bumbu kacang pedas,positive,2,132
314,rohmah minimal transaksi transfer rek mandiri rek bank minimal rupiah 1 terima kasih nida,neutral,1,122
315,batagor kingsley lezat disukai keluarga warga jakarta pergi bandung keluarga teman teman dibelikan batagor kingsley,positive,2,173
316,menu makanan lengkap unik rainbow volcano pizza nya harga nya standar mahal nya enak kongkow kongkow bareng teman teman bawa keluarga lumayanlah,positive,2,210
317,anis sandi menang ahok penjara megawati strok jokowi lengser iwan bopeng tertangkap dihajar tentara nasional indonesia tito dipecat kepala kepolisian republik indonesia nusron wahid panser mengemis mengemis perlindungan ulama habib aman indonesia sejahtera rakyat nya penuh berkah hidup rakyat nya islam bersatu beda organisasi 212 allohuakbar,negative,0,373
318,pindah nya fungiyaki ramen sushi bar berlokasi cibabat cimahi kebingungan mencari makan menyajikan ramen area nya sengaja pemesanan makanan aplikasi ojek online ramen pelayanan pelanggan fungiyaki mangkok ramen terletak melong asih bandung,positive,2,400
319,penista agama suka sara etnis khilafah diam ulama mesum nya nya,negative,0,130
320,nih orang mulut nya perang otak peang ditempeleng biar belaga bodoh terlibat fuckri,negative,0,136
321,resto menawarkan galeri alami kafe memanjakan pengunjung menikmati alam suasana pedesaan hening penataan nya unik mengesankan resto menawarkan menu nasi timbel rawon sop buntut steak pizza pasta gurame goreng gurame bakar nasi goreng nya nasi timbel nikmat gurame goreng renyah rawon segar mantap makan romantis,positive,2,453
322,fahri anggota dewan maling air setitik rusak susu sebelanga,negative,0,89
323,partai keadilan sejahtera tenggelamkan,negative,0,49
324,nasi liwet mantap tempe mendoan nya enak sayang nya nya bukit countur tanah menurun menyulitkan berusia hamil balita terbayar nikmat nya makanan disajikan,positive,2,282
325,karyawan malas kasih cuti bisnis jelek foya foya pikir,negative,0,90
326,restoran menawarkan menu lengkap seafood makanan khas sunda nya unik memilih makanan nya ikan sayur dapur memproses nya sesuai nama restoran nya makan beralaskan daun pisang,positive,2,317
327,jalan mudah searah padma hotel resto nya nya nyaman luas makan malam merayakan ulang kejutan pribadi makan malam pelayan nya super ramah lantai 2 pelayan nya ramah bolak turun membawakan pesanan makanan,positive,2,404
328,hilang handphone xiaomi redmi note 5 warna gold 64 4 daerah duri selatan jembatan tambora jakarta barat,neutral,1,127
329,montenegro kroasia beda pendapat kapal latih jadian,neutral,1,64
330,ridwan kamil sesalkan klaim desain masjid terapung gedebage,neutral,1,67
331,steak nya tebal empuk daging nya pas ambil sauce nama nya buddy sauce enak harga nya terjangkau kisaran 90 ribuan 300 grm jalan jalan bandung mampir,positive,2,261
332,ajak keluarga kawan kantor kawan jalan pacar kawan pacar mantan pacar suara award,neutral,1,121
333,santai nongkrong rekomendasi bandung cocok teman teman keluarga permainan gratis disediakan pengunjung,positive,2,157
334,iya bikin kesal kesalahan sang pelamar 100 kesalahan berkordinasi menyesal teman lampung sayang pemerintah lulusan posisi nya,negative,0,297
335,sudut perempatan jalan naripan bakmi naripan terkenal ramai pengunjung pekan musim liburan restoran sepi menu pilihan favorit bakmi yamin bakmi kaldu nya kuah nya sungguh kental nikmat hangat,positive,2,330
336,menginap kedatangan tamu malas akir nya resto buka jam 10 malam pesan kopi nya enak,positive,2,156
337,area dago sejuk atmosfir nya pas nongkrong teman ditambah desain nya unik harga makanan standar standar pilihan menu nya spesial,positive,2,252
338,setuju banget solusi ditawari anies baswedan sandiaga uno memperbaiki kota dukung berdoa kebaikan hebat,positive,2,163
